company,old,title,link,salary,netgross,city
SEB,,.NET Solution Developer at SEB in Vilnius,https://www.cvbankas.lt/net-solution-developer-at-seb-in-vilnius-vilniuje/1-8896418,2300-3500,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 17 d.,Junior/Mid Site Reliability Engineer (SRE),https://www.cvbankas.lt/junior-mid-site-reliability-engineer-sre-vilniuje/1-7077589,2480-4130,Neatskaičius mokesčių,Vilniuje
UAB „FL Technics“,,DevOps Architect,https://www.cvbankas.lt/devops-architect-vilniuje/1-8754542,Nuo 3300,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 17 d.,Backend Developer,https://www.cvbankas.lt/backend-developer-kaune/1-7101963,3100-5950,Neatskaičius mokesčių,Kaune
UAB „HOSTINGER“,prieš 17 d.,"Systems Engineer, SRE, Web Hosting Team",https://www.cvbankas.lt/systems-engineer-sre-web-hosting-team-kaune/1-7184525,3000,Neatskaičius mokesčių,Kaune
UAB „HOSTINGER“,prieš 17 d.,Linux System Administrator (Email Hosting Team),https://www.cvbankas.lt/linux-system-administrator-email-hosting-team-kaune/1-6777207,2000,Neatskaičius mokesčių,Kaune
UAB „HOSTINGER“,prieš 17 d.,Linux System Administrator (Web Hosting team),https://www.cvbankas.lt/linux-system-administrator-web-hosting-team-kaune/1-6499973,2000,Neatskaičius mokesčių,Kaune
UAB „HOSTINGER“,prieš 17 d.,Cyber Security Engineer,https://www.cvbankas.lt/cyber-security-engineer-darbas-namuose/1-6560221,3300,Neatskaičius mokesčių,Darbas namuose
Revel Systems,prieš 17 d.,Business Intelligence Analyst,https://www.cvbankas.lt/business-intelligence-analyst-vilniuje/1-8352389,2300-3200,Neatskaičius mokesčių,Vilniuje
VšĮ „Panevėžio keleivinis transportas“,prieš 17 d.,PLANAVIMO SPECIALISTAS (-Ė) - ANALITIKAS (-Ė),https://www.cvbankas.lt/planavimo-specialistas-e-analitikas-e-panevezyje/1-8756070,1200,Neatskaičius mokesčių,Panevėžyje
Ignitis grupė,,LEAD DATA ANALYST,https://www.cvbankas.lt/lead-data-analyst-vilniuje/1-8890812,2561-3688,Neatskaičius mokesčių,Vilniuje
Ignitis grupė,Liko 6 dienos,IT SERVICE DESK SPECIALISTAS (-Ė),https://www.cvbankas.lt/it-service-desk-specialistas-e-vilniuje/1-8889844,1102-1587,Neatskaičius mokesčių,Vilniuje
UAB „EIS Group Lietuva“,prieš 19 d.,CI/CD Engineer,https://www.cvbankas.lt/ci-cd-engineer-vilniuje/1-9024249,3000-6500,Neatskaičius mokesčių,Vilniuje
UAB „EIS Group Lietuva“,prieš 19 d.,Kubernetes Engineer,https://www.cvbankas.lt/kubernetes-engineer-vilniuje/1-9024231,3000-6500,Neatskaičius mokesčių,Vilniuje
UAB „Nortal“,prieš 19 d.,Entry-level Test Automation Engineer,https://www.cvbankas.lt/entry-level-test-automation-engineer-kaune/1-9023749,1300,Neatskaičius mokesčių,Kaune
UAB „Nortal“,prieš 19 d.,Entry-level Test Automation Engineer,https://www.cvbankas.lt/entry-level-test-automation-engineer-vilniuje/1-9023715,1300,Neatskaičius mokesčių,Vilniuje
UAB „Nortal“,prieš 19 d.,Entry-level .NET Developer,https://www.cvbankas.lt/entry-level-net-developer-vilniuje/1-9023707,1300,Neatskaičius mokesčių,Vilniuje
UAB „Nortal“,prieš 19 d.,Entry-level .NET Developer,https://www.cvbankas.lt/entry-level-net-developer-kaune/1-9023703,1300,Neatskaičius mokesčių,Kaune
UAB „Nortal“,prieš 19 d.,Entry-level Java Developer,https://www.cvbankas.lt/entry-level-java-developer-kaune/1-9023701,1300,Neatskaičius mokesčių,Kaune
UAB „Nortal“,prieš 19 d.,Entry-level Java Developer,https://www.cvbankas.lt/entry-level-java-developer-vilniuje/1-9023681,1300,Neatskaičius mokesčių,Vilniuje
Revel Systems,prieš 19 d.,Data Analyst (Artificial Intelligence / Data Science Team),https://www.cvbankas.lt/data-analyst-artificial-intelligence-data-science-team-vilniuje/1-9023699,2100-4150,Neatskaičius mokesčių,Vilniuje
ATEA grupė,prieš 19 d.,Kompiuterinių darbo vietų priežiūros inžinierius (-ė),https://www.cvbankas.lt/kompiuteriniu-darbo-vietu-prieziuros-inzinierius-e-vilniuje/1-7738571,900-1600,Neatskaičius mokesčių,Vilniuje
Ignitis grupė,prieš 19 d.,VYR. IT ANALITIKAS (-Ė),https://www.cvbankas.lt/vyr-it-analitikas-e-vilniuje/1-8356971,2065-3569,Neatskaičius mokesčių,Vilniuje
AS „Citadele banka“ Lietuvos filialas,prieš 19 d.,Junior IT Administrator,https://www.cvbankas.lt/junior-it-administrator-vilniuje/1-9023415,1450-1650,Neatskaičius mokesčių,Vilniuje
UAB „Acbaltica“,prieš 19 d.,Sales manager,https://www.cvbankas.lt/sales-manager-vilniuje/1-9010269,Nuo 1200,Neatskaičius mokesčių,Vilniuje
Citco Group of Companies,prieš 19 d.,IT Support Analyst,https://www.cvbankas.lt/it-support-analyst-vilniuje/1-8146179,1800-2150,Neatskaičius mokesčių,Vilniuje
UAB BALTO print,prieš 19 d.,Full-Stack programuotojas (-a),https://www.cvbankas.lt/full-stack-programuotojas-a-vilniuje/1-8886406,2500-5800,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 19 d.,AWS/Cloud Engineer with Python,https://www.cvbankas.lt/aws-cloud-engineer-with-python-vilniuje/1-9022811,3140-4450,Neatskaičius mokesčių,Vilniuje
People&more,prieš 19 d.,TECHNICAL PRODUCT LEAD MANAGER (IT),https://www.cvbankas.lt/technical-product-lead-manager-it-vilniuje/1-9022517,3500-4500,Į rankas,Vilniuje
UAB „Novian Technologies“,prieš 19 d.,Duomenų bazių administratorius,https://www.cvbankas.lt/duomenu-baziu-administratorius-vilniuje/1-8324225,Nuo 2300,Neatskaičius mokesčių,Vilniuje
UAB „Finhub“,prieš 19 d.,Cyber Security Manager,https://www.cvbankas.lt/cyber-security-manager-vilniuje/1-9022311,Nuo 1800,Į rankas,Vilniuje
UAB „GetJet Airlines“,prieš 19 d.,Cyber Security Manager,https://www.cvbankas.lt/cyber-security-manager-vilniuje/1-9022301,Nuo 1800,Į rankas,Vilniuje
Bankera,prieš 19 d.,Senior Information Security Specialist,https://www.cvbankas.lt/senior-information-security-specialist-vilniuje/1-8884034,3300-8200,Neatskaičius mokesčių,Vilniuje
Bankera,prieš 19 d.,Senior Information Security Specialist,https://www.cvbankas.lt/senior-information-security-specialist-kaune/1-8884050,3300-8200,Neatskaičius mokesčių,Kaune
UAB „Dokobit“,prieš 19 d.,Android software engineer,https://www.cvbankas.lt/android-software-engineer-vilniuje/1-8889548,4100-4800,Neatskaičius mokesčių,Vilniuje
UAB „Kesko Senukai Digital“,prieš 19 d.,Business Analyst,https://www.cvbankas.lt/business-analyst-vilniuje/1-9021865,Nuo 2500,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 19 d.,Engineering Manager,https://www.cvbankas.lt/engineering-manager-vilniuje/1-8609592,,,Vilniuje
UAB „Dizaino kryptis“,prieš 20 d.,Web programuotojas (-a) (full-stack),https://www.cvbankas.lt/web-programuotojas-a-full-stack-kaune/1-7667615,2200,Neatskaičius mokesčių,Kaune
UAB „Dizaino kryptis“,prieš 20 d.,PHP (full-stack) programuotojas,https://www.cvbankas.lt/php-full-stack-programuotojas-darbas-namuose/1-8271627,2500-4500,Neatskaičius mokesčių,Darbas namuose
UAB „Dizaino kryptis“,prieš 20 d.,Web (PHP) developer,https://www.cvbankas.lt/web-php-developer-vilniuje/1-6567089,3000-5800,Neatskaičius mokesčių,Vilniuje
SEB,,Aspiring Data Engineer in Information Platform at SEB in Vilnius,https://www.cvbankas.lt/aspiring-data-engineer-in-information-platform-at-seb-in-vilnius-vilniuje/1-9019959,1900-4200,Neatskaičius mokesčių,Vilniuje
UAB „Cognizant Technology Solutions Lithuania“,prieš 20 d.,Cloud Data Engineer,https://www.cvbankas.lt/cloud-data-engineer-vilniuje/1-9019857,2500-5700,Neatskaičius mokesčių,Vilniuje
UAB „KPMG Baltics“,prieš 20 d.,Junior IT Auditor,https://www.cvbankas.lt/junior-it-auditor-darbas-namuose/1-9019751,1300-1500,Neatskaičius mokesčių,Darbas namuose
UAB „Cognizant Technology Solutions Lithuania“,prieš 20 d.,Junior Cloud Data Engineer,https://www.cvbankas.lt/junior-cloud-data-engineer-vilniuje/1-9019829,2100-4100,Neatskaičius mokesčių,Vilniuje
UAB „DARNU GROUP“,prieš 20 d.,IT VADYBININKAS (-Ė) VERSLO PROCESŲ SKAITMENIZAVIMUI,https://www.cvbankas.lt/it-vadybininkas-e-verslo-procesu-skaitmenizavimui-vilniuje/1-9019509,Nuo 2500,Neatskaičius mokesčių,Vilniuje
UAB Omega 365 Lithuania,prieš 20 d.,Web App Penetration Tester,https://www.cvbankas.lt/web-app-penetration-tester-klaipedoje/1-9019417,Nuo 1950,Neatskaičius mokesčių,Klaipėdoje
UAB Omega 365 Lithuania,prieš 20 d.,Cloud Engineer,https://www.cvbankas.lt/cloud-engineer-klaipedoje/1-9019405,Nuo 1950,Neatskaičius mokesčių,Klaipėdoje
UAB Omega 365 Lithuania,prieš 20 d.,Software Systems Developer,https://www.cvbankas.lt/software-systems-developer-klaipedoje/1-9019369,1950-4650,Neatskaičius mokesčių,Klaipėdoje
UAB „Vilniaus Planas“,prieš 20 d.,Duomenų bazių programuotojas (-a),https://www.cvbankas.lt/duomenu-baziu-programuotojas-a-vilniuje/1-9019245,2010-3010,Neatskaičius mokesčių,Vilniuje
SEB,prieš 20 d.,IT Team Manager for Data Transformation & Process Automation unit at SEB in Vilnius,https://www.cvbankas.lt/it-team-manager-for-data-transformation-process-automation-unit-at-seb-in-vilnius-vilniuje/1-9019235,3700-5500,Neatskaičius mokesčių,Vilniuje
UAB „AKIS Technologies“,prieš 20 d.,Programuotojas,https://www.cvbankas.lt/programuotojas-vilniuje/1-8809166,Nuo 2000,Neatskaičius mokesčių,Vilniuje
UAB „People Link“,prieš 20 d.,QA Engineer,https://www.cvbankas.lt/qa-engineer-vilniuje/1-8883280,2200-2800,Neatskaičius mokesčių,Vilniuje
UAB „Indigroup“,prieš 20 d.,Front - End Developer,https://www.cvbankas.lt/front-end-developer-vilniuje/1-9018977,3600-5900,Neatskaičius mokesčių,Vilniuje
Oxylabs,prieš 20 d.,Product Manager,https://www.cvbankas.lt/product-manager-vilniuje/1-9018921,2480-4600,Neatskaičius mokesčių,Vilniuje
SEB,prieš 20 d.,IT Engineer for Splunk Administration in Infrastructure and Security Unit at SEB in Vilnius,https://www.cvbankas.lt/it-engineer-for-splunk-administration-in-infrastructure-and-security-unit-at-seb-in-vilnius-vilniuje/1-9018829,2200-3400,Neatskaičius mokesčių,Vilniuje
Telia,prieš 20 d.,IT Specialist,https://www.cvbankas.lt/it-specialist-siauliuose/1-9018751,,,Šiauliuose
Lietuvos transporto saugos administracija,,IT specialistas (help desk),https://www.cvbankas.lt/it-specialistas-help-desk-vilniuje/1-9018719,Nuo 1200,Neatskaičius mokesčių,Vilniuje
SEB,,Data Engineer in Information Platform Vilnius,https://www.cvbankas.lt/data-engineer-in-information-platform-vilnius-vilniuje/1-9018725,1900-4200,Neatskaičius mokesčių,Vilniuje
UAB „Capital.com Services LT“,prieš 20 d.,Linux System Administrator,https://www.cvbankas.lt/linux-system-administrator-vilniuje/1-8982814,Nuo 3000,Neatskaičius mokesčių,Vilniuje
SEB,,Aspiring Data Engineer in Information Platform at SEB in Vilnius,https://www.cvbankas.lt/aspiring-data-engineer-in-information-platform-at-seb-in-vilnius-vilniuje/1-9018697,1900-4200,Neatskaičius mokesčių,Vilniuje
Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos,prieš 20 d.,Sodros internetinės svetainės administratorius,https://www.cvbankas.lt/sodros-internetines-svetaines-administratorius-vilniuje/1-9015293,"1375,60-1665,20",Neatskaičius mokesčių,Vilniuje
Easypractice ApS,prieš 20 d.,Europe-based Experienced Full-stack Laravel and Vue.js developer for a fast-growing SaaS company,https://www.cvbankas.lt/europe-based-experienced-full-stack-laravel-and-vue-js-developer-for-a-fast-growing-saas-company-darbas-namuose/1-9018355,3000-6000,Neatskaičius mokesčių,Darbas namuose
Modus Group,prieš 20 d.,CityBee Senior Xamarin Developer in Vilnius or Kaunas,https://www.cvbankas.lt/citybee-senior-xamarin-developer-in-vilnius-or-kaunas-vilniuje/1-9018357,4000-6000,Neatskaičius mokesčių,Vilniuje
UAB „UCS BALTIC“,prieš 20 d.,Ieškome naujo inžinierių komandos nario !,https://www.cvbankas.lt/ieskome-naujo-inzinieriu-komandos-nario-vilniuje/1-8439359,1000-1600,Neatskaičius mokesčių,Vilniuje
UAB „Transcom Worldwide Vilnius“,prieš 20 d.,Duomenų analitikas (-ė) (darbas iš namų),https://www.cvbankas.lt/duomenu-analitikas-e-darbas-is-namu-kaune/1-8882010,1096-1225,Neatskaičius mokesčių,Kaune
UAB „LAT Grupė“,prieš 20 d.,JAVA Developer,https://www.cvbankas.lt/java-developer-darbas-namuose/1-8987094,2600-5000,Neatskaičius mokesčių,Darbas namuose
UAB „TransUnion Baltics“,prieš 20 d.,Data Engineer (Spark/ Python/ SQL),https://www.cvbankas.lt/data-engineer-spark-python-sql-darbas-namuose/1-9018177,2500-5000,Neatskaičius mokesčių,Darbas namuose
UAB „Dokobit“,prieš 20 d.,Java software engineer,https://www.cvbankas.lt/java-software-engineer-vilniuje/1-8886980,3300-5800,Neatskaičius mokesčių,Vilniuje
TestDevLab,prieš 20 d.,QA Engineer,https://www.cvbankas.lt/qa-engineer-vilniuje/1-9006522,1500-4000,Neatskaičius mokesčių,Vilniuje
UAB Emplonet,prieš 20 d.,QA SPECIALIST,https://www.cvbankas.lt/qa-specialist-kaune/1-8887070,1200-2300,Į rankas,Kaune
Revel Systems,prieš 20 d.,Technical Client Support Specialist (Spanish),https://www.cvbankas.lt/technical-client-support-specialist-spanish-vilniuje/1-7105657,1550-1800,Neatskaičius mokesčių,Vilniuje
Revel Systems,prieš 20 d.,MLOps Engineer (Artificial Intelligence / Data Science Team),https://www.cvbankas.lt/mlops-engineer-artificial-intelligence-data-science-team-vilniuje/1-9011857,3000-5700,Neatskaičius mokesčių,Vilniuje
Revel Systems,prieš 20 d.,Platform Engineer (Cloud Operations Team),https://www.cvbankas.lt/platform-engineer-cloud-operations-team-vilniuje/1-9011823,3000-5700,Neatskaičius mokesčių,Vilniuje
UAB „FL Technics“,,Procurement Project Manager,https://www.cvbankas.lt/procurement-project-manager-vilniuje/1-9015687,Nuo 2100,Neatskaičius mokesčių,Vilniuje
UAB „People Link“,prieš 21 d.,IT pagalbos specialistas (-ė),https://www.cvbankas.lt/it-pagalbos-specialistas-e-vilniuje/1-9015947,1500-2000,Neatskaičius mokesčių,Vilniuje
UAB „MOODY'S LITHUANIA“,prieš 21 d.,Technical Support Analyst,https://www.cvbankas.lt/technical-support-analyst-vilniuje/1-9015923,2025-3200,Neatskaičius mokesčių,Vilniuje
UAB Omega 365 Lithuania,prieš 21 d.,Security Engineer and Analyst,https://www.cvbankas.lt/security-engineer-and-analyst-klaipedoje/1-9014525,Nuo 1950,Neatskaičius mokesčių,Klaipėdoje
Luminor Bank AS Lietuvos skyrius,,Specialist in Loan Transactions Team (maternity cover),https://www.cvbankas.lt/specialist-in-loan-transactions-team-maternity-cover-vilniuje/1-9015581,1000-1500,Neatskaičius mokesčių,Vilniuje
UAB „Systems integration solutions“,prieš 21 d.,Software Product Owner,https://www.cvbankas.lt/software-product-owner-darbas-namuose/1-8500624,Nuo 3500,Neatskaičius mokesčių,Darbas namuose
UAB „Systems integration solutions“,prieš 21 d.,Lead/Senior Software Developer,https://www.cvbankas.lt/lead-senior-software-developer-darbas-namuose/1-8501118,Nuo 3500,Neatskaičius mokesčių,Darbas namuose
UAB „Systems integration solutions“,prieš 21 d.,Full-Stack Developer (Remote/Fintech/Blockchain),https://www.cvbankas.lt/full-stack-developer-remote-fintech-blockchain-darbas-namuose/1-9014713,Nuo 3000,Neatskaičius mokesčių,Darbas namuose
MB „Navus“,prieš 21 d.,Junior PHP programuotojas (galima Remote),https://www.cvbankas.lt/junior-php-programuotojas-galima-remote-darbas-namuose/1-9015045,1800-2500,Neatskaičius mokesčių,Darbas namuose
Telia,prieš 21 d.,IT Inžinierius (-ė),https://www.cvbankas.lt/it-inzinierius-e-klaipedoje/1-9015061,,,Klaipėdoje
UAB „SME Finance“,prieš 21 d.,Business analyst,https://www.cvbankas.lt/business-analyst-vilniuje/1-9014979,Nuo 3000,Neatskaičius mokesčių,Vilniuje
"Registrų Centras, VĮ",Liko 4 dienos,VYR. JAVA PROGRAMUOTOJAS (-A) - JAVA DEVELOPER,https://www.cvbankas.lt/vyr-java-programuotojas-a-java-developer-vilniuje/1-9014945,1955-2933,Neatskaičius mokesčių,Vilniuje
UAB „Nortal“,prieš 21 d.,Manual QA Specialist,https://www.cvbankas.lt/manual-qa-specialist-vilniuje/1-9014701,2000-3500,Neatskaičius mokesčių,Vilniuje
UAB „OpSec Online“,prieš 21 d.,"Duomenų analitikas (kokybės, verslo paslaugų užtikrinimas)",https://www.cvbankas.lt/duomenu-analitikas-kokybes-verslo-paslaugu-uztikrinimas-vilniuje/1-9014903,1500-2083,Neatskaičius mokesčių,Vilniuje
UAB „DOVILTA“,prieš 21 d.,Kelionių produkto kūrėjas,https://www.cvbankas.lt/kelioniu-produkto-kurejas-kaune/1-8699482,500-1200,Į rankas,Kaune
UAB „Cgates“,prieš 21 d.,IT duomenų analitikas (-ė),https://www.cvbankas.lt/it-duomenu-analitikas-e-darbas-namuose/1-9014289,Nuo 1200,Į rankas,Darbas namuose
UAB „BALTLED“,prieš 21 d.,IT projektų vadybininkas,https://www.cvbankas.lt/it-projektu-vadybininkas-vilniuje/1-7118361,1200-1600,Į rankas,Vilniuje
SEB,prieš 21 d.,"Quality assurance engineer IT Department,  Baltic Life and Pension",https://www.cvbankas.lt/quality-assurance-engineer-it-department-baltic-life-and-pension-vilniuje/1-8136741,2300-3500,Neatskaičius mokesčių,Vilniuje
Telia,Liko 6 dienos,Duomenų centrų tinklo inžinierius (-ė),https://www.cvbankas.lt/duomenu-centru-tinklo-inzinierius-e-vilniuje/1-8569370,,,Vilniuje
UAB „Nordcurrent Group“,prieš 21 d.,JAUNESNYSIS (-IOJI) ŽAIDIMŲ SERVERIŲ KOKYBĖS INŽINIERIUS (-Ė),https://www.cvbankas.lt/jaunesnysis-ioji-zaidimu-serveriu-kokybes-inzinierius-e-vilniuje/1-9014357,Nuo 1800,Neatskaičius mokesčių,Vilniuje
TELUS International,prieš 21 d.,Lithuanian Speaking Content Moderator (m/f/d),https://www.cvbankas.lt/lithuanian-speaking-content-moderator-m-f-d-uzsienyje/1-7058927,Nuo 1400,Neatskaičius mokesčių,Latvijoje
UAB „Palink“,Liko 6 dienos,Junior Data Scientist,https://www.cvbankas.lt/junior-data-scientist-vilniuje/1-9014075,1600-2100,Neatskaičius mokesčių,Vilniuje
Vilniaus universitetas,,Python programuotojas (-a) Informacinių technologijų paslaugų centre,https://www.cvbankas.lt/python-programuotojas-a-informaciniu-technologiju-paslaugu-centre-vilniuje/1-9013979,1740-2340,Neatskaičius mokesčių,Vilniuje
UAB Emplonet,prieš 21 d.,SKAITMENINIŲ SPRENDIMŲ DEPARTAMENTO VADOVAS (-Ė),https://www.cvbankas.lt/skaitmeniniu-sprendimu-departamento-vadovas-e-darbas-namuose/1-9013865,3500-4500,Neatskaičius mokesčių,Darbas namuose
Ignitis grupė,Liko 3 dienos,IT TESTUOTOJAS (-A)/QA TESTER,https://www.cvbankas.lt/it-testuotojas-a-qa-tester-vilniuje/1-8736626,1509-2629,Neatskaičius mokesčių,Vilniuje
UAB „ALLIANCE RECRUITMENT“,,Senior Software Engineer,https://www.cvbankas.lt/senior-software-engineer-vilniuje/1-8753158,4583-6250,Neatskaičius mokesčių,Vilniuje
Telia,Liko 6 dienos,Software Engineer,https://www.cvbankas.lt/software-engineer-vilniuje/1-9011767,,,Vilniuje
AS „Citadele banka“ Lietuvos filialas,prieš 22 d.,IT and Cyber Risk Analyst,https://www.cvbankas.lt/it-and-cyber-risk-analyst-vilniuje/1-9011671,2600-3300,Neatskaičius mokesčių,Vilniuje
SEB,,Information Security Consultant at SEB,https://www.cvbankas.lt/information-security-consultant-at-seb-vilniuje/1-9011551,3500-4500,Neatskaičius mokesčių,Vilniuje
"Aljansas AIBĖ, UAB",prieš 22 d.,VVS ANALITIKAS - PROGRAMUOTOJAS,https://www.cvbankas.lt/vvs-analitikas-programuotojas-kaune/1-9011481,Nuo 4100,Neatskaičius mokesčių,Kaune
DIGITAL SERVICES OÜ,prieš 22 d.,L1 End User Support Engineer,https://www.cvbankas.lt/l1-end-user-support-engineer-vilniuje/1-9011307,1200-1400,Į rankas,Vilniuje
UAB „Nordcurrent Group“,prieš 22 d.,JAUNESNYSIS (-IOJI) ŽAIDIMŲ TESTAVIMO AUTOMATIZAVIMO INŽINIERIUS (-Ė),https://www.cvbankas.lt/jaunesnysis-ioji-zaidimu-testavimo-automatizavimo-inzinierius-e-vilniuje/1-9011347,Nuo 1500,Neatskaičius mokesčių,Vilniuje
"mtc. Riga, SIA",prieš 22 d.,Senior PHP Product Developer (remote),https://www.cvbankas.lt/senior-php-product-developer-remote-darbas-namuose/1-9011339,3000-4000,Neatskaičius mokesčių,Darbas namuose
Shift4 Payments Lithuania UAB,prieš 22 d.,Android developer,https://www.cvbankas.lt/android-developer-vilniuje/1-9011345,Nuo 3000,Neatskaičius mokesčių,Vilniuje
UAB „Kesko Senukai Digital“,prieš 22 d.,Senior Ruby on Rails Developer,https://www.cvbankas.lt/senior-ruby-on-rails-developer-darbas-namuose/1-9011343,Nuo 4000,Neatskaičius mokesčių,Darbas namuose
Shift4 Payments Lithuania UAB,prieš 22 d.,QA Engineer (Manual),https://www.cvbankas.lt/qa-engineer-manual-vilniuje/1-9011319,Nuo 2500,Neatskaičius mokesčių,Vilniuje
UAB „Topo grupė“,prieš 22 d.,IT PROJEKTŲ VADOVAS (-Ė),https://www.cvbankas.lt/it-projektu-vadovas-e-kaune/1-9011305,Nuo 2800,Neatskaičius mokesčių,Kaune
Shift4 Payments Lithuania UAB,prieš 22 d.,Back-end (Node.js) developer,https://www.cvbankas.lt/back-end-node-js-developer-vilniuje/1-9011303,Nuo 4100,Neatskaičius mokesčių,Vilniuje
UAB „Helso“,prieš 22 d.,IT projektų vadybininkas,https://www.cvbankas.lt/it-projektu-vadybininkas-kaune/1-9011233,2000-2200,Neatskaičius mokesčių,Kaune
UAB „Helso“,prieš 22 d.,E-komercijos vadybininkas,https://www.cvbankas.lt/e-komercijos-vadybininkas-vilniuje/1-9011171,2000-2200,Neatskaičius mokesčių,Vilniuje
MB „Simplanova“,prieš 22 d.,Jaunesnysis (-ioji) programuotojas (-a),https://www.cvbankas.lt/jaunesnysis-ioji-programuotojas-a-vilniuje/1-8882084,600,Į rankas,Vilniuje
UAB „PRO BRO Group“,prieš 22 d.,IT Project Manager,https://www.cvbankas.lt/it-project-manager-vilniuje/1-9011105,2400-3900,Neatskaičius mokesčių,Vilniuje
"Registrų Centras, VĮ",Liko 4 dienos,TECHNINIS (-Ė) PRODUKTŲ VADOVAS (-Ė) - DWH DEVELOPER,https://www.cvbankas.lt/techninis-e-produktu-vadovas-e-dwh-developer-vilniuje/1-9010929,1952-3367,Neatskaičius mokesčių,Vilniuje
Alma littera įmonių grupė,prieš 22 d.,VERSLO SISTEMŲ ANALITIKAS (-Ė) (SAP MM/SD),https://www.cvbankas.lt/verslo-sistemu-analitikas-e-sap-mm-sd-vilniuje/1-8976450,Nuo 2600,Neatskaičius mokesčių,Vilniuje
UAB „People Link“,prieš 22 d.,Duomenų inžinierius (-ė),https://www.cvbankas.lt/duomenu-inzinierius-e-vilniuje/1-9010769,3306-4297,Neatskaičius mokesčių,Vilniuje
UAB „EFS Europe“,prieš 22 d.,Lead Full Stack (PHP+React) Developer,https://www.cvbankas.lt/lead-full-stack-php-react-developer-vilniuje/1-8862508,3500-4000,Į rankas,Vilniuje
UAB „SME Finance“,prieš 22 d.,Head of UX,https://www.cvbankas.lt/head-of-ux-vilniuje/1-9010649,Nuo 4300,Neatskaičius mokesčių,Vilniuje
UAB „TransUnion Baltics“,prieš 22 d.,Customer Data Processing Specialist,https://www.cvbankas.lt/customer-data-processing-specialist-darbas-namuose/1-9010615,800-900,Neatskaičius mokesčių,Darbas namuose
ADB „Compensa Vienna Insurance Group“,prieš 22 d.,IT Security Officer,https://www.cvbankas.lt/it-security-officer-vilniuje/1-8131743,2900-5000,Neatskaičius mokesčių,Vilniuje
UAB Emplonet,prieš 22 d.,IT BUSINESS SYSTEMS ANALYST,https://www.cvbankas.lt/it-business-systems-analyst-kaune/1-9010561,2000-2600,Į rankas,Kaune
SEB,prieš 22 d.,"Chief Scrum Master in Digital Processing department, Data and Processes Domain at SEB in Vilnius",https://www.cvbankas.lt/chief-scrum-master-in-digital-processing-department-data-and-processes-domain-at-seb-in-vilnius-vilniuje/1-9010239,4200-6400,Neatskaičius mokesčių,Vilniuje
UAB Emplonet,prieš 22 d.,SENIOR FRONT-END DEVELOPER (REACT OR ANGULAR),https://www.cvbankas.lt/senior-front-end-developer-react-or-angular-kaune/1-9009871,2000-4000,Į rankas,Kaune
UAB „Nortal“,prieš 22 d.,IT Support Specialist,https://www.cvbankas.lt/it-support-specialist-vilniuje/1-9009969,2000-3000,Neatskaičius mokesčių,Vilniuje
UAB „Indigroup“,prieš 22 d.,Senior Front-End Developer,https://www.cvbankas.lt/senior-front-end-developer-vilniuje/1-9009961,5000-6900,Neatskaičius mokesčių,Vilniuje
VĮ Lietuvos oro uostai,prieš 22 d.,Technologinių projektų vadovas (-ė),https://www.cvbankas.lt/technologiniu-projektu-vadovas-e-vilniuje/1-8579668,2300-3000,Neatskaičius mokesčių,Vilniuje
VĮ Lietuvos oro uostai,prieš 22 d.,Kibernetinio saugumo specialistas (-ė),https://www.cvbankas.lt/kibernetinio-saugumo-specialistas-e-vilniuje/1-8732858,2500-3500,Neatskaičius mokesčių,Vilniuje
UAB „RIMI LIETUVA“,Liko 6 dienos,"SAP Integration Expert, ",https://www.cvbankas.lt/sap-integration-expert-vilniuje/1-9008594,2300-4000,Neatskaičius mokesčių,Vilniuje
SEB,,Site Reliability Engineer in Digital Processing at SEB in Vilnius,https://www.cvbankas.lt/site-reliability-engineer-in-digital-processing-at-seb-in-vilnius-vilniuje/1-9008156,2300-4700,Neatskaičius mokesčių,Vilniuje
SEB,Liko 6 dienos,Web Application Scanning Engineer in Security Operation Center at SEB in Vilnius,https://www.cvbankas.lt/web-application-scanning-engineer-in-security-operation-center-at-seb-in-vilnius-vilniuje/1-8732826,2600-4800,Neatskaičius mokesčių,Vilniuje
SEB,Liko 6 dienos,Senior penetration tester and red team lead in Security Operation Center at SEB in Vilnius,https://www.cvbankas.lt/senior-penetration-tester-and-red-team-lead-in-security-operation-center-at-seb-in-vilnius-vilniuje/1-8732796,3200-4800,Neatskaičius mokesčių,Vilniuje
SEB,Liko 6 dienos,Security Engineer in Security Operation Center at SEB in Vilnius,https://www.cvbankas.lt/security-engineer-in-security-operation-center-at-seb-in-vilnius-vilniuje/1-8809638,2600-4800,Neatskaičius mokesčių,Vilniuje
SEB,Liko 6 dienos,Junior penetration tester in Security Operation Center at SEB in Vilnius,https://www.cvbankas.lt/junior-penetration-tester-in-security-operation-center-at-seb-in-vilnius-vilniuje/1-8732604,1400-3000,Neatskaičius mokesčių,Vilniuje
